GMT +0,FIT 101,LIT 101,MV 101,P1_STATE,P101 Status,P102 Status,AIT 201,AIT 202,AIT 203,FIT 201,LS 201,LS 202,LSL 203,LSLL 203,MV201,P2_STATE,P201 Status,P202 Status,P203 Status,P204 Status,P205 Status,P206 Status,P207 Status,P208 Status,AIT 301,AIT 302,AIT 303,DPIT 301,FIT 301,LIT 301,MV 301,MV 302,MV 303,MV 304,P3_STATE,P301 Status,P302 Status,AIT 401,AIT 402,FIT 401,LIT 401,LS 401,P4_STATE,P401 Status,P402 Status,P403 Status,P404 Status,UV401,AIT 501,AIT 502,AIT 503,AIT 504,FIT 501,FIT 502,FIT 503,FIT 504,MV 501,MV 502,MV 503,MV 504,P5_STATE,P501 Status,P502 Status,PIT 501,PIT 502,PIT 503,FIT 601,LSH 601,LSH 602,LSH 603,LSL 601,LSL 602,LSL 603,P6 STATE,P601 Status,P602 Status,P603 Status,GMT +8,GMT_12hr,GMT_12hr_dt,Attack
2019-07-20 05:11:29+00:00,0.0,594.954041,1,2,2,1,144.1938,9.48045349,253.396561,2.32185316,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.653179,273.077667,143.319031,12.5584221,1.71437716,856.4311,1,2,1,1,7,2,1,0,21.174057,0.798130453,971.5586,Inactive,4,2,1,1,1,2,7.66265059,67.9313,1016.27789,24.9166889,0.7990259,0.337261438,0.612105131,0.211895064,2,2,1,1,12,2,1,160.631882,3.02758455,115.034607,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 13:11:29+08:00,2019-07-20 01:11:29 PM,2019-07-20 13:11:29,0
2019-07-20 05:11:33+00:00,0.0,593.2662,1,2,2,1,143.873367,9.476288,253.4991,2.32185316,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.658588,273.077667,143.319031,12.5936356,1.71553016,856.4711,1,2,1,1,7,2,1,0,21.174057,0.798130453,971.7124,Inactive,4,2,1,1,1,2,7.66265059,67.9313,1016.27789,24.7628822,0.80184567,0.356346875,0.610184669,0.211895064,2,2,1,1,12,2,1,160.631882,3.02758455,115.034607,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 13:11:33+08:00,2019-07-20 01:11:33 PM,2019-07-20 13:11:33,0
2019-07-20 05:11:34+00:00,0.0,592.7559,1,2,2,1,143.873367,9.475006,253.4991,2.32185316,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.658588,273.077667,143.319031,12.6512585,1.71553016,857.2722,1,2,1,1,7,2,1,0,21.2509613,0.797490239,971.904663,Inactive,4,2,1,1,1,2,7.66265059,67.9313,1016.27789,24.7628822,0.80184567,0.356346875,0.610184669,0.211895064,2,2,1,1,12,2,1,160.695969,3.02758455,115.034607,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 13:11:34+08:00,2019-07-20 01:11:34 PM,2019-07-20 13:11:34,0
2019-07-20 05:11:39+00:00,0.0,589.5764,1,2,2,1,144.321976,9.469238,253.98616,2.32403159,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.664415,273.077667,142.9989,12.6512585,1.71258354,857.832947,1,2,1,1,7,2,1,0,21.2509613,0.798130453,972.250732,Inactive,4,2,1,1,1,2,7.66265059,67.9313,1016.27789,24.7628822,0.798897743,0.3276547,0.6108248,0.210485846,2,2,1,1,12,2,1,160.695969,3.02758455,115.034607,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 13:11:39+08:00,2019-07-20 01:11:39 PM,2019-07-20 13:11:39,0
2019-07-20 05:11:45+00:00,0.0,587.221252,1,2,2,1,144.321976,9.466034,254.345047,2.32236576,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.665247,273.077667,143.351044,12.7024775,1.7168113,858.7141,1,2,1,1,7,2,1,0,21.0458851,0.798130453,973.0966,Inactive,4,2,1,1,1,2,7.66265059,67.9313,1016.27789,24.7628822,0.799666762,0.3467401,0.611465,0.210485846,2,2,1,1,12,2,1,160.695969,3.02758455,115.082672,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 13:11:45+08:00,2019-07-20 01:11:45 PM,2019-07-20 13:11:45,0
2019-07-20 05:11:46+00:00,0.0,586.7895,1,2,2,1,144.097672,9.466034,254.345047,2.32236576,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.665247,273.077667,143.351044,12.7024775,1.71706748,858.7141,1,2,1,1,7,2,1,0,21.0458851,0.798130453,973.0197,Inactive,4,2,1,1,1,2,7.66265059,67.9313,1016.27789,24.7628822,0.799666762,0.3418727,0.611465,0.210485846,2,2,1,1,12,2,1,160.695969,3.02758455,115.082672,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 13:11:46+08:00,2019-07-20 01:11:46 PM,2019-07-20 13:11:46,0
2019-07-20 05:12:11+00:00,0.0,576.1912,1,2,2,1,144.097672,9.48526,255.114075,2.32300639,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.669825,272.539856,142.9989,12.673667,1.713096,859.9558,1,2,1,1,7,2,1,0,20.7895412,0.7985146,979.6719,Inactive,4,2,1,1,1,2,7.664573,67.9313,1016.27789,24.5706234,0.7997949,0.34123224,0.612105131,0.211831018,2,2,1,1,12,2,1,160.6479,3.02758455,114.922455,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 13:12:11+08:00,2019-07-20 01:12:11 PM,2019-07-20 13:12:11,0
2019-07-20 05:12:13+00:00,0.0,575.5239,1,2,2,1,144.097672,9.48526,255.114075,2.324288,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.669825,272.539856,142.9989,12.673667,1.713096,860.877,1,2,1,1,7,2,1,0,20.7382717,0.7991549,980.017944,Inactive,4,2,1,1,1,2,7.664573,67.9313,1016.27789,24.5706234,0.7997949,0.342385054,0.612105131,0.211831018,2,2,1,1,12,2,1,160.6479,3.02758455,114.922455,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 13:12:13+08:00,2019-07-20 01:12:13 PM,2019-07-20 13:12:13,0
2019-07-20 05:12:17+00:00,0.0,571.7164310000001,1,2,2,1,144.097672,9.483337,255.114075,2.32646656,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.669825,272.949615,143.126953,12.5936356,1.71130252,861.3176,1,2,1,1,7,2,1,0,20.7382717,0.7980024,979.8257,Inactive,4,2,1,1,1,2,7.664573,68.1363754,1016.27789,24.8013325,0.7997949,0.3467401,0.6108248,0.211831018,2,2,1,1,12,2,1,160.4877,3.02758455,114.922455,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 13:12:17+08:00,2019-07-20 01:12:17 PM,2019-07-20 13:12:17,0
2019-07-20 05:12:37+00:00,0.0,564.8864,1,2,2,1,144.129715,9.474045,256.0882,2.31941819,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.663583,273.052063,142.9989,12.5680265,1.71168685,864.762268,1,2,1,1,7,2,1,0,20.7382717,0.7973622,980.825439,Inactive,4,2,1,1,1,2,7.664573,67.57242,1016.27789,24.7628822,0.8012048,0.346483946,0.612105131,0.210165575,2,2,1,1,12,2,1,160.695969,2.96350884,115.002563,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 13:12:37+08:00,2019-07-20 01:12:37 PM,2019-07-20 13:12:37,0
2019-07-20 05:12:39+00:00,0.0,564.2584,1,2,2,1,144.129715,9.475647,256.2676,2.32108426,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.663583,273.052063,142.9989,12.60324,1.7133522,865.7236,1,2,1,1,7,2,1,0,20.7382717,0.7973622,980.9408,Inactive,4,2,1,1,1,2,7.664573,67.70059,1016.27789,24.7628822,0.7997949,0.35775587,0.612105131,0.209653124,2,2,1,1,12,2,1,160.695969,2.96350884,115.002563,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 13:12:39+08:00,2019-07-20 01:12:39 PM,2019-07-20 13:12:39,0
2019-07-20 05:12:44+00:00,0.0,561.2752,1,2,2,1,144.129715,9.475647,256.4727,2.32403159,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.663583,273.1801,143.4791,12.5200081,1.71437716,866.885132,1,2,1,1,7,2,1,0,20.7382717,0.7964658,982.2866,Inactive,4,2,1,1,1,2,7.664573,67.70059,1016.27789,24.7628822,0.7997949,0.356346875,0.610440731,0.20990935,2,2,1,1,12,2,1,160.695969,2.96350884,115.002563,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 13:12:44+08:00,2019-07-20 01:12:44 PM,2019-07-20 13:12:44,0
2019-07-20 05:12:48+00:00,0.0,559.194763,1,2,2,1,144.129715,9.475647,256.4727,2.32505679,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.663583,273.333771,143.4791,12.6000385,1.7097652,867.4859,1,2,1,1,7,2,1,0,20.7382717,0.7964658,982.5557,Inactive,4,2,1,1,1,2,7.664573,67.4955139,1016.27789,24.7628822,0.7997949,0.356346875,0.610440731,0.212087229,2,2,1,1,12,2,1,160.695969,2.96350884,115.002563,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 13:12:48+08:00,2019-07-20 01:12:48 PM,2019-07-20 13:12:48,0
2019-07-20 05:13:05+00:00,0.0,551.2265,1,2,2,1,144.129715,9.464111,257.293,2.32044339,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.678148,272.924,143.383057,12.6064405,1.71271169,866.5647,1,2,1,1,7,2,1,0,20.66137,0.7965939,988.4004,Inactive,4,2,1,1,1,2,7.6757884,68.05947,1016.27789,24.6090736,0.7991541,0.338158071,0.612105131,0.209781244,2,2,1,1,12,2,1,160.920273,2.97952771,115.162781,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 13:13:05+08:00,2019-07-20 01:13:05 PM,2019-07-20 13:13:05,0
2019-07-20 05:13:14+00:00,0.0,545.2208,1,2,2,1,144.129715,9.462831,257.549347,2.32249379,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.681478,273.308136,143.383057,12.60324,1.713096,868.4472,1,2,1,1,7,2,1,0,20.66137,0.7997951,990.0154,Inactive,4,2,1,1,1,2,7.67642927,68.2389145,1016.27789,24.6090736,0.7997949,0.3481491,0.6103127,0.209781244,2,2,1,1,12,2,1,160.679947,3.04360366,114.97052,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 13:13:14+08:00,2019-07-20 01:13:14 PM,2019-07-20 13:13:14,0
2019-07-20 05:13:21+00:00,0.0,542.0021,1,2,2,1,144.097672,9.462831,257.831329,2.32249379,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.681478,273.308136,143.030914,12.648057,1.71514583,869.5287,1,2,1,1,7,2,1,0,20.5331974,0.7997951,991.2074,Inactive,4,2,1,1,1,2,7.67642927,68.2389145,1016.27789,24.6090736,0.7995386,0.351479441,0.611721039,0.212215349,2,2,1,1,12,2,1,160.776077,3.01156569,115.050629,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 13:13:21+08:00,2019-07-20 01:13:21 PM,2019-07-20 13:13:21,0
2019-07-20 05:13:22+00:00,0.0,542.080566,1,2,2,1,144.097672,9.462831,257.831329,2.32249379,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.681478,273.308136,143.030914,12.648057,1.713096,869.5287,1,2,1,1,7,2,1,0,20.5331974,0.7997951,991.0536,Inactive,4,2,1,1,1,2,7.676109,68.2389145,1016.27789,24.6090736,0.7995386,0.347380549,0.61184907,0.212215349,2,2,1,1,12,2,1,160.776077,3.01156569,115.050629,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 13:13:22+08:00,2019-07-20 01:13:22 PM,2019-07-20 13:13:22,0
2019-07-20 05:13:29+00:00,0.0,540.9815,1,2,2,1,144.097672,9.462831,258.062042,2.31929016,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.680229,273.282532,143.030914,12.673667,1.718733,870.7703,1,2,1,1,7,2,1,0,20.37939,0.7992829,991.938,Inactive,4,2,1,1,1,2,7.670982,68.39272,1016.27789,24.8013325,0.7995386,0.356731147,0.61184907,0.20990935,2,2,1,1,12,2,1,160.776077,3.01156569,115.050629,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 13:13:29+08:00,2019-07-20 01:13:29 PM,2019-07-20 13:13:29,0
2019-07-20 05:13:30+00:00,0.0,540.9815,1,2,2,1,144.097672,9.462831,258.062042,2.31929016,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.680229,273.15448,143.543121,12.673667,1.718733,870.7703,1,2,1,1,7,2,1,0,20.37939,0.7992829,991.938,Inactive,4,2,1,1,1,2,7.670982,68.39272,1016.27789,24.8013325,0.7995386,0.356731147,0.61184907,0.20990935,2,2,1,1,12,2,1,160.679947,3.01156569,115.050629,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 13:13:30+08:00,2019-07-20 01:13:30 PM,2019-07-20 13:13:30,0
2019-07-20 05:13:31+00:00,0.0,540.1179,1,2,2,1,144.097672,9.462831,258.062042,2.31929016,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.680229,272.924,143.543121,12.673667,1.718733,871.3311,1,2,1,1,7,2,1,0,20.14868,0.7983866,991.938,Inactive,4,2,1,1,1,2,7.670982,68.39272,1016.27789,24.8013325,0.7995386,0.346996278,0.61184907,0.20990935,2,2,1,1,12,2,1,160.679947,3.01156569,115.050629,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 13:13:31+08:00,2019-07-20 01:13:31 PM,2019-07-20 13:13:31,0
2019-07-20 05:13:34+00:00,0.0,537.802063,1,2,2,1,144.097672,9.462831,258.062042,2.321725,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.670658,272.6935,143.543121,12.6384535,1.718733,871.3311,1,2,1,1,7,2,1,0,20.123045,0.8015878,992.553162,Inactive,4,2,1,1,1,2,7.67130232,68.39272,1016.27789,24.8013325,0.8001795,0.349686176,0.61184907,0.20990935,2,2,1,1,12,2,1,160.679947,3.01156569,115.050629,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 13:13:34+08:00,2019-07-20 01:13:34 PM,2019-07-20 13:13:34,0
2019-07-20 05:13:41+00:00,0.0,533.131,1,2,2,1,144.097672,9.462831,258.062042,2.320059,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.676067,272.56546,143.030914,12.6320505,1.71181488,873.774353,1,2,1,1,7,2,1,0,20.2512169,0.7986427,992.7839,Inactive,4,2,1,1,1,2,7.67642927,68.72597,1016.27789,24.8013325,0.7991541,0.336236715,0.61184907,0.2104218,2,2,1,1,12,2,1,160.872208,3.01156569,115.162781,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 13:13:41+08:00,2019-07-20 01:13:41 PM,2019-07-20 13:13:41,0
2019-07-20 05:13:53+00:00,0.0,529.9907,1,2,2,1,144.097672,9.464111,258.523468,2.32556939,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.686056,273.103271,143.351044,12.5744286,1.71386468,875.817139,1,2,1,1,7,2,1,0,20.2512169,0.7983866,993.899,Inactive,4,2,1,1,1,2,7.680595,68.4952545,1016.27789,24.5321712,0.7999231,0.365569353,0.609928668,0.211382627,2,2,1,1,12,2,1,160.728012,3.01156569,115.002563,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 13:13:53+08:00,2019-07-20 01:13:53 PM,2019-07-20 13:13:53,0
2019-07-20 05:13:56+00:00,0.0,528.4599,1,2,2,1,144.097672,9.46219,258.831055,2.32492876,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.686056,273.103271,143.351044,12.5360136,1.71386468,875.817139,1,2,1,1,7,2,1,0,20.2512169,0.7983866,994.6296,Inactive,4,2,1,1,1,2,7.680595,68.4952545,1016.27789,24.5321712,0.7999231,0.3676188,0.609928668,0.212343454,2,2,1,1,12,2,1,160.728012,3.01156569,115.002563,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 13:13:56+08:00,2019-07-20 01:13:56 PM,2019-07-20 13:13:56,0
2019-07-20 05:14:12+00:00,0.0,521.590637,1,2,2,1,144.097672,9.4605875,259.266846,2.32300639,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.686056,273.1801,143.351044,12.654459,1.717708,877.579468,1,2,1,1,7,2,1,0,20.09741,0.7983866,996.1292,Inactive,4,2,1,1,1,2,7.673866,68.4952545,1016.27789,24.6090736,0.799666762,0.363391846,0.6103127,0.209781244,2,2,1,1,12,2,1,160.695969,3.01156569,114.906433,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 13:14:12+08:00,2019-07-20 01:14:12 PM,2019-07-20 13:14:12,0
2019-07-20 05:14:28+00:00,0.0,513.6616,1,2,2,1,144.097672,9.465393,259.7539,2.32198119,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.686056,273.1801,143.351044,12.609642,1.7136085,878.901245,1,2,1,1,7,2,1,0,20.09741,0.7999232,999.666748,Inactive,4,2,1,1,1,2,7.674186,68.21328,1016.27789,24.6090736,0.80158937,0.356603056,0.6103127,0.211190462,2,2,1,1,12,2,1,161.096512,3.01156569,115.32299,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 13:14:28+08:00,2019-07-20 01:14:28 PM,2019-07-20 13:14:28,0
2019-07-20 05:14:37+00:00,0.0,509.147522,1,2,2,1,144.097672,9.4730835,260.010254,2.32044339,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.673986,273.1801,143.126953,4.507331,0.6704032,880.5034,1,0,1,1,99,1,1,0,20.09741,0.801715851,1002.39685,Inactive,4,2,1,1,1,2,7.67066145,68.0082,1016.27789,24.6090736,0.80158937,0.346483946,0.611721039,0.20990935,2,2,1,1,12,2,1,161.096512,3.01156569,115.387077,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 13:14:37+08:00,2019-07-20 01:14:37 PM,2019-07-20 13:14:37,0
2019-07-20 05:14:38+00:00,0.0,508.715759,1,2,2,1,144.097672,9.476929,260.010254,2.320059,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.673986,273.1801,143.126953,3.48933983,0.422765255,880.5034,1,0,1,1,99,1,1,0,20.09741,0.801715851,1002.58905,Inactive,4,2,1,1,1,2,7.67066145,68.0082,1016.27789,24.6090736,0.8022302,0.352760345,0.611721039,0.20990935,2,2,1,1,12,2,1,161.096512,3.01156569,115.387077,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 13:14:38+08:00,2019-07-20 01:14:38 PM,2019-07-20 13:14:38,0
2019-07-20 05:14:39+00:00,0.0,508.755,1,2,2,1,144.097672,9.478531,260.010254,2.320059,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.673986,273.1801,143.126953,2.92912483,0.24917528,880.5034,1,1,1,1,99,1,1,0,20.09741,0.801715851,1002.74286,Inactive,4,2,1,1,1,2,7.67066145,68.0082,1016.27789,24.6090736,0.8027429,0.346483946,0.611721039,0.20990935,2,2,1,1,12,2,1,161.1606,3.01156569,115.387077,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 13:14:39+08:00,2019-07-20 01:14:39 PM,2019-07-20 13:14:39,0
2019-07-20 05:14:43+00:00,0.0,507.812927,1,2,2,1,144.097672,9.480133,260.2666,2.320059,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.686056,272.924,143.126953,1.4565593,0.018191718,881.5849,1,1,1,1,99,1,1,0,19.9692383,0.802484155,1003.24274,Inactive,4,2,1,1,1,2,7.67066145,68.21328,1016.27789,24.6090736,0.802102,0.356731147,0.6123612,0.20990935,2,2,1,1,12,2,1,161.1606,3.01156569,115.387077,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 13:14:43+08:00,2019-07-20 01:14:43 PM,2019-07-20 13:14:43,0
2019-07-20 05:14:46+00:00,0.0,506.4391,1,2,2,1,144.097672,9.481735,260.2666,2.320059,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.692715,272.924,143.126953,1.23247325,0.0,882.3459,1,1,1,1,99,1,1,0,19.9692383,0.801972,1003.16583,Inactive,4,2,1,1,1,2,7.67290449,68.21328,1016.27789,24.6090736,0.8017175,0.356731147,0.6123612,0.2115748,2,2,1,1,12,2,1,161.1606,3.01156569,115.387077,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 13:14:46+08:00,2019-07-20 01:14:46 PM,2019-07-20 13:14:46,0
2019-07-20 05:14:49+00:00,0.0,504.280182,1,2,2,1,144.097672,9.476929,260.369141,2.32249379,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.706448,273.4362,143.126953,1.16844869,0.0,883.147,1,1,1,1,99,1,1,0,19.9692383,0.8015878,1002.66595,Inactive,4,2,1,1,1,2,7.675468,68.21328,1016.27789,24.6090736,0.8017175,0.3663379,0.61184907,0.212151289,2,2,1,1,12,2,1,161.128555,3.01156569,115.387077,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 13:14:49+08:00,2019-07-20 01:14:49 PM,2019-07-20 13:14:49,0
2019-07-20 05:14:50+00:00,0.0,504.4372,1,2,2,1,144.097672,9.476929,260.522949,2.32364726,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.706448,273.4362,143.287018,1.16844869,0.0,883.908,1,1,1,1,99,1,1,0,19.9692383,0.802484155,1002.47375,Inactive,4,2,1,1,1,2,7.675468,68.21328,1016.27789,24.6090736,0.8017175,0.3663379,0.61184907,0.212151289,2,2,1,1,12,2,1,161.032425,3.01156569,115.387077,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 13:14:50+08:00,2019-07-20 01:14:50 PM,2019-07-20 13:14:50,0
2019-07-20 05:14:51+00:00,0.0,503.6914,1,2,2,1,144.097672,9.476929,260.522949,2.32441616,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.706448,273.4362,143.287018,1.16844869,0.0,883.908,1,1,1,1,99,1,1,0,19.9692383,0.802484155,1002.51215,Inactive,4,2,1,1,1,2,7.675468,68.26455,1016.27789,24.6090736,0.8017175,0.363648027,0.61184907,0.21029368,2,2,1,1,12,2,1,161.032425,3.01156569,115.387077,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 13:14:51+08:00,2019-07-20 01:14:51 PM,2019-07-20 13:14:51,0
2019-07-20 05:14:52+00:00,0.0,503.3381,1,2,2,1,144.097672,9.476929,260.522949,2.32556939,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.706448,273.4362,143.383057,1.13323522,0.0,884.3886,1,1,1,1,99,1,1,0,20.123045,0.8028683,1002.31995,Inactive,4,2,1,1,1,2,7.675468,68.36709,1016.27789,24.72443,0.8017175,0.347124368,0.61184907,0.209781244,2,2,1,1,12,2,1,161.032425,3.01156569,115.387077,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 13:14:52+08:00,2019-07-20 01:14:52 PM,2019-07-20 13:14:52,0
2019-07-20 05:15:01+00:00,0.0,498.1175,0,2,2,1,144.097672,9.468918,260.804932,2.321725,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.715187,273.6923,143.383057,1.13323522,0.000384332,887.633,1,1,1,1,99,1,1,0,19.5847225,0.7978744,1001.24329,Inactive,4,2,1,1,1,2,7.67450666,68.59779,1016.18176,24.72443,0.8017175,0.356474966,0.610440731,0.210229635,2,2,1,1,12,2,1,161.032425,3.01156569,115.162781,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 13:15:01+08:00,2019-07-20 01:15:01 PM,2019-07-20 13:15:01,0
2019-07-20 05:15:06+00:00,0.292732924,494.820282,0,2,2,1,144.097672,9.471802,260.7793,2.32364726,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.731001,274.1789,143.383057,1.13323522,0.000384332,890.3967,1,1,1,1,99,1,1,0,19.6103554,0.7978744,1001.16638,Inactive,4,2,1,1,1,2,7.672584,68.64906,1016.18176,24.72443,0.801076651,0.3467401,0.610440731,0.211895064,2,2,1,1,12,2,1,160.888229,3.01156569,115.162781,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 13:15:06+08:00,2019-07-20 01:15:06 PM,2019-07-20 13:15:06,0
2019-07-20 05:15:07+00:00,0.6216571,493.838959,0,2,2,1,144.097672,9.4730835,260.753662,2.32364726,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.735994,274.4606,143.383057,1.13323522,0.000384332,891.3981,1,1,1,1,99,1,1,0,19.6103554,0.7978744,1001.051,Inactive,4,2,1,1,1,2,7.672584,68.64906,1016.18176,24.72443,0.801076651,0.337389529,0.611593,0.211895064,2,2,1,1,12,2,1,160.888229,3.01156569,115.162781,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 13:15:07+08:00,2019-07-20 01:15:07 PM,2019-07-20 13:15:07,0
2019-07-20 05:15:27+00:00,4.38362741,496.979156,2,2,2,1,144.097672,9.471481,261.138184,2.319162,Inactive,Inactive,Inactive,Inactive,2,2,1,1,2,1,2,1,1,1,8.735994,276.150848,143.383057,1.13323522,0.000384332,904.575745,1,1,1,1,99,1,1,0,19.6103554,0.796721935,998.3594,Inactive,4,2,1,1,1,2,7.674186,68.82851,1016.18176,24.72443,0.80184567,0.346099675,0.611593,0.209653124,2,2,1,1,12,2,1,160.952316,3.01156569,115.274933,0.000320379,Active,Active,Inactive,Inactive,Inactive,Active,2,1,1,1,2019-07-20 13:15:27+08:00,2019-07-20 01:15:27 PM,2019-07-20 13:15:27,0
